LIIK;TYYP;MARK;MUDEL;KATEGOORIA;KERE_MATERJAL;PIKKUS;LAIUS;SYVIS;EHITUSAASTA;ESMANE_REG_KP;MOOTORITE_ARV;MOOTORITE_VOIMSUS;VKOM_MAAKOND;VKOM_TYYP
VÄIKELAEV;MOOTORPAAT;AMT;230 DC;C;PLASTIK;6.9;2.65;0.45;2012;;1;221.0;Pärnu;JURIIDILINE
VÄIKELAEV;PURJEJAHT;FOLKBOAT;-;B;PUIT;7.64;2.2;1.2;1998;;1;5.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KAZANKA;5M3;D;ALUMIINIUM;4.6;1.65;0.35;1991;2015-06-16;1;44.0;Võru;FYYSILINE
JETT;;KAWASAKI;800 SX-R;;MUU;2.3;0.73;0.0;2004;;0;60.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;C;PUIT;5.15;1.88;0.25;2011;;1;29.4;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KRÕM;-;C;ALUMIINIUM;4.3;1.6;0.25;1978;;1;22.0;Jõgeva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;FJORD;D;PLASTIK;4.36;1.46;0.0;1990;;1;1.5;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;VIIKING;380 CLASSIC;D;PLASTIK;3.85;1.41;0.22;2007;;1;6.0;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;TERHI;440;D;PLASTIK;4.2;1.65;0.3;1990;;1;6.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;KUMM;3.5;1.6;0.0;2001;;0;6.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GRAND;R380;C;KANGAS;3.8;1.9;0.1;2008;;1;29.8;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;KUMM;3.8;1.7;0.0;2003;;0;10.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;C;PLASTIK;4.28;1.58;0.2;1990;;0;4.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;175 BR;C;PLASTIK;5.33;2.13;0.85;2005;;1;101.0;Tartu;FYYSILINE
JETT;;YAMAHA;SUPERJET;;MUU;2.24;0.68;0.0;2001;;0;54.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PUIT;5.5;1.6;0.2;1995;;1;6.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;-;D;ALUMIINIUM;4.65;1.7;0.25;1972;;1;29.0;Põlva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;4.1;1.46;0.0;1983;;0;6.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;OMAVALMISTATUD;D;PLASTIK;3.8;1.42;0.23;2014;2016-06-17;1;3.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;C;PUIT;6.5;1.8;0.3;1991;;0;0.0;Tartu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;WHALY;500;C;PLASTIK;4.99;2.1;0.25;2019;2019-01-30;1;38.0;Saare;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;ROBUST;16;C;PLASTIK;5.1;1.82;0.2;2012;;1;20.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;NAVIS;N 465;C;PLASTIK;4.65;1.73;0.35;2012;;1;7.4;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OUTLAND;IPB-300;D;KANGAS;2.85;1.4;;2011;;1;3.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;PLASTIK;2.6;1.34;0.0;1999;;0;3.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;NORDLINE;28;D;PLASTIK;2.85;1.3;0.15;2013;;1;2.2;Põlva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;VELES;301;D;KANGAS;3.0;1.45;0.15;2011;;1;7.4;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2009;;1;4.0;Viljandi;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;2.8;1.15;0.0;2002;;0;3.0;Lääne-Viru;JURIIDILINE
ALLA12MLAEV;KALAPAAT;LAPPAJA;-;C;PLASTIK;8.4;2.55;0.4;1983;;1;18.4;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;MAGNUM;C;ALUMIINIUM;6.2;2.2;0.4;;2019-06-28;1;110.4;Ida-Viru;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;MINI;D;PLASTIK;4.0;1.4;0.3;2021;2021-04-07;1;2.9;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;RIVER BOAT;GRANDE SHERPA;C;PLASTIK;5.6;2.15;0.22;;2022-05-09;1;51.5;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PAKRI;450;C;PLASTIK;4.5;1.6;0.3;2007;;1;11.2;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;UFIMKA;21;D;KUMM;2.65;1.15;0.0;2002;;0;0.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;4.0;1.46;0.0;1992;;0;6.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;RIVIERA;MLR-3200 A;C;KANGAS;3.2;1.5;0.31;2021;2022-09-02;1;11.2;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;D;PLASTIK;4.3;1.45;0.3;2022;2022-04-14;1;5.0;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;C-440;-;C;PLASTIK;4.4;1.65;0.25;2005;;1;14.7;Pärnu;FYYSILINE
ALLA12MLAEV;KALAPAAT;AMUR;2;C;ALUMIINIUM;5.5;1.83;0.3;1990;;1;85.0;Jõgeva;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PLASTIK;2.3;1.13;0.1;1996;;1;3.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DNEPR;-;D;ALUMIINIUM;4.4;1.59;0.2;1991;;1;22.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;HANSA;440;D;PLASTIK;4.4;1.58;0.32;2015;2015-06-17;1;15.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;AMT;185 HT;C;PLASTIK;5.5;2.24;0.4;2011;;1;85.0;Valga;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KRÕM;-;D;ALUMIINIUM;4.3;1.6;0.25;1973;;1;22.5;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;D;PUIT;7.0;4.0;0.4;2006;;1;7.4;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;400BS;D;PLASTIK;4.0;1.6;0.2;1975;;1;26.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;D;ALUMIINIUM;4.65;1.7;0.3;1974;2018-07-24;1;22.1;;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SUVI;4200;D;PLASTIK;4.2;1.7;;;2020-02-20;1;11.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;MARINE;C;PLASTIK;5.6;2.45;0.35;1993;;1;96.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;-;D;PLASTIK;4.1;1.4;0.2;1994;;1;6.0;Võru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;D;PLASTIK;3.9;1.7;;1980;;1;14.0;;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SUNBIRD;150;C;PLASTIK;4.7;1.9;0.4;1990;2017-06-26;1;40.0;Järva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;FISHMAN;400;D;PLASTIK;2.95;1.28;;;2019-05-21;1;;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VBOATS;VOLZHANKA 46;C;ALUMIINIUM;4.96;1.84;0.25;2021;2021-05-26;1;45.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DULKAN;D-400;C;KANGAS;4.0;1.85;0.2;2018;2018-06-29;1;22.1;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;SKIPP;440;D;PLASTIK;4.4;1.72;0.27;2016;2017-07-21;0;7.5;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;NORDLINE;29;D;PLASTIK;2.9;1.35;0.15;2014;2014-10-22;1;4.5;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;385;D;PLASTIK;3.8;1.5;;;2022-07-20;1;4.5;Hiiu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;CATRAN;ENDURO 300PG;D;KANGAS;3.0;1.51;0.15;2008;;1;7.5;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MARINO;SPORT;D;PLASTIK;4.3;1.67;;1969;;1;37.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;LINDER;FISHING 440;D;ALUMIINIUM;4.31;1.64;0.2;2011;;1;3.7;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;CATRAN;ENDURO 400PG;C;KANGAS;4.0;1.9;0.15;2008;2015-03-24;1;22.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;-;D;PLASTIK;4.1;1.4;0.1;1982;;1;1.5;Jõgeva;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;JORS;-;D;ALUMIINIUM;2.65;1.26;0.15;1991;;2;3.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2008;;1;4.0;Pärnu;FYYSILINE
VÄIKELAEV;KALAPAAT;-;-;C;PLASTIK;4.4;1.65;0.35;2004;;0;4.0;;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;PLASTIK;3.8;1.4;0.2;2003;;0;5.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KAZANKA;-;D;TERAS;4.63;1.26;0.15;1968;;1;5.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;LADOGA-2;-;D;PLASTIK;4.65;1.95;0.3;;2021-05-12;1;44.8;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KAISLA;-;D;PLASTIK;5.05;1.35;0.2;1993;;1;10.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;ADMIRAL;AM 320;C;KANGAS;3.2;1.45;0.1;2021;2022-06-08;0;7.4;Ida-Viru;FYYSILINE
VÄIKELAEV;PURJEJAHT;ORION;-;C;PLASTIK;5.97;2.05;0.25;1994;;1;4.4;Tartu;FYYSILINE
VÄIKELAEV;KALAPAAT;-;-;D;PUIT;6.5;1.9;0.2;1975;;0;7.0;Jõgeva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;2455;C;PLASTIK;7.1;2.48;0.92;1984;2015-10-07;1;187.0;Tartu;FYYSILINE
ALLA12MLAEV;KALAPAAT;HIIU;450 ;D;PLASTIK;4.5;1.6;0.35;2017;2017-09-20;1;10.0;Hiiu;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;ORION;5;D;KUMM;2.6;1.4;0.0;2001;;1;3.7;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;MÄÄRAMATA;-;D;PLASTIK;3.5;1.3;0.1;1968;;0;0.0;Valga;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2008;;1;4.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;LEADER;320;D;KUMM;3.2;1.5;0.0;2005;;1;8.8;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;C-440 A;-;D;PLASTIK;4.4;1.65;0.25;2018;2018-05-22;1;14.7;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;L;C;ALUMIINIUM;5.05;1.95;0.35;2003;;1;37.0;Jõgeva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KOLIBRI;KM 300;C;KANGAS;3.0;1.6;0.15;2015;2015-04-07;1;6.0;Võru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;AMT;185 BR;C;PLASTIK;5.5;2.24;0.4;2013;;0;85.0;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;ROBUST;15;C;PLASTIK;4.47;1.76;0.3;2008;;1;8.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VATOR;-;D;PLASTIK;4.65;1.65;0.32;1984;;1;48.0;Pärnu;FYYSILINE
ALLA12MLAEV;KALAPAAT;PROGRESS;2;D;ALUMIINIUM;4.65;1.7;0.3;1992;;1;22.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DULKAN;D-370 DZ;C;KANGAS;3.7;1.7;0.15;2017;2017-05-19;1;14.9;Harju;FYYSILINE
JETT;;SEA-DOO;RXT-X RS 300;C;;3.35;1.25;;2018;2018-05-11;1;217.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;TERHI;445 C;C;PLASTIK;4.45;1.85;0.21;2014;2015-09-19;1;22.4;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;YAM;330 S;C;KUMM;3.33;1.51;0.42;1999;;1;11.2;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;REGAL;2150 LSC;C;PLASTIK;6.2;2.45;0.75;2000;;1;220.0;Valga;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;B;PLASTIK;8.0;2.8;0.5;1975;;1;18.0;Jõgeva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PUIT;6.0;1.3;0.0;1996;;1;6.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KIILI PAAT;440;D;PLASTIK;4.4;1.62;0.3;2007;;1;6.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;CAPRI 2052;C;PLASTIK;6.2;2.15;;1997;;1;142.0;Pärnu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;YAMARIN;435S BIG RIDE;D;PLASTIK;4.35;1.75;0.25;1989;2015-07-08;1;51.5;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;C;PLASTIK;5.3;2.15;0.0;1985;;0;5.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;JENHAL;T-330;C;KUMM;3.3;1.5;;2012;;1;11.0;Järva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SILVER FOX;485;C;ALUMIINIUM;4.85;1.95;0.35;2007;;1;37.0;Saare;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;KAZANKA;5M3;D;ALUMIINIUM;4.65;1.7;0.25;1989;;1;44.0;Tartu;FYYSILINE
JETT;;KAWASAKI;JT1500A;C;;3.12;1.18;;2017;2017-07-26;1;112.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;D;ALUMIINIUM;4.65;1.7;0.3;1972;;1;30.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;L;C;ALUMIINIUM;5.04;1.98;0.29;2012;;1;36.8;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;LEADER;260;D;KUMM;2.6;1.32;0.1;2005;;1;4.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KASSE;430;D;PLASTIK;4.27;1.58;0.28;;2019-07-10;1;5.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KAZANKA;-;D;ALUMIINIUM;4.63;1.26;0.2;1980;;1;18.5;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DRACO;2100;C;PLASTIK;6.16;2.45;0.8;1987;;1;121.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;HONWAVE;T40AE1;C;KANGAS;4.0;1.89;0.1;2006;;1;22.5;Lääne;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SILVER;FOX;C;ALUMIINIUM;4.7;1.95;0.25;2001;;1;37.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;JAGO;320;D;KANGAS;3.2;1.54;;2012;;1;11.0;Järva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;C;PLASTIK;4.25;1.45;0.45;1991;;1;6.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;NEPTUN;-;C;PLASTIK;6.0;2.0;0.8;1981;;1;68.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KRÕM;-;D;ALUMIINIUM;4.3;1.65;0.25;1974;;1;22.1;Ida-Viru;FYYSILINE
VÄIKELAEV;PURJEJAHT;BENETEAU;FIRST 7.5;C;PLASTIK;7.49;2.54;0.7;2004;;0;0.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;SÄRKI;570;C;PLASTIK;5.65;2.35;0.9;1986;;1;70.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;D;ALUMIINIUM;4.6;1.65;0.2;1988;;0;5.0;Viljandi;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;CIERA 2455;C;PLASTIK;7.8;2.5;0.8;1988;2018-09-17;1;170.0;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2006;;1;7.3;Tartu;FYYSILINE
VÄIKELAEV;PURJEJAHT;-;-;;PLASTIK;5.5;2.5;1.4;1989;;0;3.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SAVA;VIKING 560;C;PLASTIK;5.6;2.2;0.3;2013;;1;112.0;Viljandi;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;NEMO;300 WD;D;KANGAS;2.94;1.53;0.2;2007;;1;8.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;4.3;1.55;0.0;2002;;0;3.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;FREGAT;M-320;D;KANGAS;3.3;1.43;0.0;2004;;1;11.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;C;PLASTIK;4.75;1.8;0.0;1992;;0;5.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KEFAL;-;D;PUIT;3.8;1.3;0.0;1984;;0;0.0;Viljandi;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;SKIPP;400;D;PLASTIK;4.0;1.42;0.25;2015;2015-03-18;1;3.0;;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;CATRAN;MARINE 320AB;C;KANGAS;3.2;1.52;0.15;2014;2014-11-12;1;11.2;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;2.9;1.35;0.05;2003;;0;6.0;Võru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KAZANKA;6;D;ALUMIINIUM;4.4;1.32;0.5;1991;;1;6.0;Tartu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;VORONEZ;-;C;ALUMIINIUM;4.3;1.6;0.2;1980;;1;22.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;FJORD;D;PLASTIK;4.42;1.49;0.18;1988;;1;1.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;AMBER;315;D;PLASTIK;3.15;1.43;0.15;2011;;1;4.4;Valga;FYYSILINE
VÄIKELAEV;MOOTORPAAT;YAMARIN;56 BOW RIDER;C;PLASTIK;5.67;2.25;0.3;2014;2021-10-25;1;85.0;Rapla;FYYSILINE
VÄIKELAEV;MOOTORPAAT;JENHAL;Y-380;C;KANGAS;3.77;1.78;0.15;2012;;1;18.6;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;LT;D;PLASTIK;4.1;1.4;0.1;1982;2000-06-14;1;6.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;STINGRAY;195 CS;C;PLASTIK;5.9;2.31;;2006;;1;190.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KRÕM;-;D;ALUMIINIUM;4.3;1.6;0.25;1980;;1;22.5;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSH;CR K360R;C;KANGAS;3.6;1.7;0.0;2009;;0;18.4;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;ALUMIINIUM;2.65;1.26;0.14;1990;;0;3.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;2M;D;ALUMIINIUM;4.65;1.7;0.25;1988;;1;30.0;Jõgeva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;LEADER;320;D;KANGAS;3.2;1.5;0.15;2006;;1;8.8;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;C;PLASTIK;4.35;1.65;0.22;1;;0;4.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KIILI PAAT;440;D;PLASTIK;4.4;1.62;0.3;2012;;1;6.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;MÄÄRAMATA;-;D;PLASTIK;4.4;1.6;0.21;1986;;1;9.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KRÕM;M;D;ALUMIINIUM;4.3;1.6;0.2;1997;;1;22.0;Jõgeva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;S;C;ALUMIINIUM;4.58;1.88;;;2022-08-09;1;22.1;Tartu;FYYSILINE
JETT;;YAMAHA;EX DELUXE;;;3.14;1.13;;2017;2017-05-29;0;74.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2006;;1;3.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;ALUMIINIUM;2.65;1.26;0.15;1990;;0;0.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DM ASTRA;490;C;PLASTIK;4.9;2.3;0.25;2015;2016-03-30;1;44.1;Hiiu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SUVI;47DUO;C;PLASTIK;4.7;1.96;0.27;2022;2022-04-07;1;30.0;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;GRAND;S275;D;PLASTIK;2.75;1.55;0.0;2006;;1;4.7;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;AMBER;315;D;PLASTIK;3.15;1.43;0.15;2015;2015-06-16;1;4.4;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;C;ALUMIINIUM;4.65;1.7;0.25;1977;;1;22.0;Jõgeva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BELLA;550 BR;C;PLASTIK;5.51;2.21;0.4;2017;2017-04-28;1;85.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MARINO;SPORT;D;PLASTIK;4.3;1.8;0.25;1968;;1;35.0;Tartu;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;KAZANKA;6;D;ALUMIINIUM;4.4;1.31;0.0;1991;;1;6.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KEFAL;-;D;PUIT;3.8;1.3;0.15;1988;;1;6.0;Põlva;FYYSILINE
JETT;;KAWASAKI;800 SX-R;;MUU;2.32;0.7;0.0;2007;;0;59.0;Tartu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;NORDLINE;41M;D;PLASTIK;4.1;1.5;;2012;;1;7.5;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;C;PUIT;5.5;1.9;0.0;1991;;0;6.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KIILI PAAT;440;D;PLASTIK;4.4;1.62;0.3;2012;;1;6.0;Viljandi;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;PLASTIK;4.36;1.46;0.0;1985;;0;4.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KOLIBRI;KM 330;C;KANGAS;3.3;1.6;0.15;;2019-07-23;1;8.8;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;JUZANKA;-;D;ALUMIINIUM;4.63;1.6;0.2;1971;;1;18.5;Ida-Viru;FYYSILINE
ALLA12MLAEV;KALAPAAT;HIIU;450 ;D;PLASTIK;4.5;1.6;0.35;2014;2015-01-21;1;10.0;Hiiu;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;FJORD;D;PLASTIK;4.36;1.46;0.15;1988;;1;1.5;Viljandi;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GLADIATOR;C 370 AL;C;KANGAS;3.7;1.72;0.18;;2021-04-14;1;22.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;XL;C;ALUMIINIUM;5.6;2.17;0.3;2010;;1;84.5;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2002;;1;6.0;Lääne;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VATOR;15 GL;C;PLASTIK;4.4;1.7;0.3;;2022-03-18;1;37.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;D;ALUMIINIUM;4.65;1.7;0.3;1974;2022-01-18;1;22.0;Harju;FYYSILINE
JETT;;SEA-DOO;RXP;;MUU;3.07;1.2;0.0;2005;;0;160.0;;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;C-440;-;D;PLASTIK;4.4;1.65;0.25;2011;;1;15.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KAISLA;415;D;PLASTIK;4.15;1.55;;2011;;1;7.5;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PLASTIK;3.78;1.47;0.15;2006;;1;6.0;Lääne;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PERLA;455;D;PLASTIK;4.5;1.3;0.1;2016;2017-04-07;1;1.9;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DULKAN;D345DZ;C;PLASTIK;3.25;1.7;0.15;2021;2021-10-20;1;11.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OCKELBO;T16 U;C;PLASTIK;4.8;1.95;0.35;1978;2018-08-24;1;51.5;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;BUSH;-;D;KANGAS;3.4;1.5;0.1;1999;2015-08-07;1;10.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MARINE STAR;CD-320;D;KUMM;3.2;1.52;0.1;2009;;1;11.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;C;PUIT;5.0;1.6;0.0;1990;;0;5.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;3.7;1.4;0.0;1995;;0;5.0;Jõgeva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;2M;D;ALUMIINIUM;4.65;1.7;0.2;1968;;1;22.0;Viljandi;FYYSILINE
